source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
Mast,Dendritic,CCL4,ACKR2,2.9866848,1.0,7.0853505,-0.27689692855176395,-1.8649649758860314,0.011644646,0.38658866,1.0,1.0
Mast,Dendritic,CCL4,CCR8,3.0433493,1.0,7.577344,-0.17225391091412504,-2.3582779357706123,0.012060316,0.39457828,1.0,1.0
Macrophage,B cell,MDK,TSPAN1,2.747838,1.0,7.075468,-0.52627712493665,-2.5330655362269097,0.009888174,0.38642317,1.0,1.0
Macrophage,B cell,MFAP2,NOTCH1,3.1185727,1.0,9.1624975,-0.965651544337631,-3.260970866365989,0.007972784,0.4174793,1.0,1.0
Macrophage,Fibroblast,NECTIN3,PVR,3.6913872,0.0,10.08533,0.024477343741318935,-0.6856718116930858,0.0150397355,0.42919207,0.17744063471759072,1.0
Macrophage,Fibroblast,MICA,HCST_KLRK1,2.8489292,0.774,7.0453634,-0.07557502728385133,-0.64744126848543,0.014826687,0.3859178,0.6086113037354285,1.0
Macrophage,Fibroblast,MICB,HCST_KLRK1,3.1069944,0.0,7.981635,0.3612697147674052,-0.031923241932589885,0.016338723,0.4008037,0.07290586712382441,1.0
Macrophage,Fibroblast,MST1,MST1R,2.6777074,0.004,6.766681,-0.10150996434345919,-0.6803090791745015,0.015773177,0.38114673,0.37030579708125333,1.0
Mast,Dendritic,CCL28,CCR3,3.3604546,0.0,11.252012,1.3199939190327696,1.1390900607328713,0.029633656,0.44264957,0.008409849910711992,1.0
Endothelial,Dendritic,CXCL9,ADRA2A,3.607778,0.0,10.064357,0.00409891519398653,-1.3658665865215789,0.015128168,0.4289371,0.21911842654271474,1.0
Macrophage,Fibroblast,NTN1,ADORA2B,3.2478027,0.931,10.383072,-0.025767545782995505,-1.823589174895663,0.014775077,0.4327596,0.6745343516230714,1.0
Mast,Dendritic,CCN1,ITGA5,2.7406552,1.0,7.128594,-0.9049318556224295,-5.529683183678001,0.0054127085,0.38731036,1.0,1.0
Mast,Dendritic,CCN1,ITGAM,2.5920672,1.0,6.4979544,-0.6429380438497274,-4.126440329852886,0.0070051127,0.37637916,1.0,1.0
Mast,Dendritic,CCN1,ITGAV,2.9788709,1.0,8.139635,-0.9096613982227503,-5.0180978435889685,0.0058496147,0.40315977,1.0,1.0
Mast,Dendritic,CCN1,ITGB5,2.6015155,1.0,6.5380545,-0.7310474598439107,-5.46974377282624,0.0057030115,0.37710148,1.0,1.0
Mast,Dendritic,CCN1,SDC4,3.5957298,1.0,10.757721,-0.5410597855010733,-4.025750019428685,0.007913649,0.4371154,1.0,1.0
Macrophage,B cell,LRIG2,EGFR,3.3466492,1.0,11.013431,-0.41727439480300993,-2.621132838768977,0.010793914,0.44000757,1.0,1.0
Mast,Malignant,CD72,CD5,2.686239,1.0,7.1623583,-0.5343837804974121,-2.3410511011940254,0.010417893,0.38787115,1.0,1.0
Mast,Dendritic,CCL5,CCR3,3.1664753,1.0,10.026508,0.1315460622358775,-2.3091632863078893,0.013770019,0.4284757,1.0,1.0
Mast,Dendritic,CCL24,CCR2,3.7075095,0.0,10.452236,0.6664653178185307,-0.008233468899352614,0.021611571,0.4335747,0.02113403294930672,1.0
B cell,Mast,TNFSF13,FAS,2.912981,1.0,8.103653,-0.6775447066011967,-2.1198449503875976,0.009651916,0.40262687,1.0,1.0
B cell,Mast,TNFSF13,TNFRSF1A,3.0221038,1.0,8.604544,-0.8499945199242167,-3.481447444962937,0.0075991238,0.40986007,1.0,1.0
B cell,Mast,TNFSF4,TNFRSF4,2.6567578,1.0,6.802722,-0.4920367941657941,-1.299747306305085,0.010978471,0.3817734,1.0,1.0
Mast,Dendritic,CCL28,ADRA2A,2.7258887,0.0,6.7313,0.3524553762191341,-0.44587786314053046,0.015829809,0.38052863,0.0935972864469727,1.0
Mast,Malignant,CD14,ITGA4,2.8486633,1.0,7.686435,-1.1193387536319737,-5.207050145001679,0.005438801,0.3962869,1.0,1.0
Mast,Malignant,CD14,TLR4,2.671491,1.0,6.445086,-0.7183484526821197,-4.767258594303243,0.0067252233,0.3754209,1.0,1.0
Mast,Malignant,COL6A2,ITGA9_ITGB1,3.0989528,1.0,9.289497,-0.49768746527594265,-4.3658447692324565,0.009138987,0.41915408,1.0,1.0
Mast,Malignant,COL6A3,ITGA9_ITGB1,2.7438984,1.0,7.486825,-0.485305611595514,-4.745937660667999,0.008867738,0.39314368,1.0,1.0
Mast,Malignant,CEACAM6,CEACAM1,3.1846159,0.0,7.812602,0.39581506845375986,-0.720135912194029,0.013846927,0.3982361,0.24318965596763617,1.0
B cell,Macrophage,SLPI,PLSCR4,2.586575,1.0,6.6643686,-0.6806440123167005,-3.5624284062668337,0.008185423,0.37935153,1.0,1.0
B cell,Macrophage,SEMA4A,NRP1_PLXNA4,2.89927,1.0,7.9515705,-1.0701765909310277,-2.8376008397065497,0.0076082377,0.4003506,1.0,1.0
B cell,Macrophage,SEMA4A,PLXNB1,3.5182002,1.0,12.374706,-0.9292553181091538,-2.8301374394696337,0.008842884,0.45441148,1.0,1.0
Mast,Dendritic,C4A,NRP1,3.5263696,0.0,9.220419,-0.046086878445741414,-1.0512117462827486,0.015250216,0.41824576,0.24506911917544488,1.0
Mast,Dendritic,BMP2,ENG,2.635666,1.0,6.9297776,-0.609615844481545,-3.952013972815672,0.007998712,0.3839596,1.0,1.0
Mast,Malignant,CD209,CEACAM1,3.1830306,0.0,7.797668,0.5407339053518623,-1.160206455576569,0.0148017155,0.39800686,0.1552320332133396,1.0
Mast,Malignant,CCL2,ACKR2,3.0164292,0.369,8.809159,0.01598156665885825,-1.1129443982574856,0.0158219,0.4127052,0.5212010928036643,1.0
Mast,Malignant,CCL2,CCR2,2.6992576,1.0,6.5542884,-0.4498767957049885,-2.4285561987293933,0.009307699,0.37739277,1.0,1.0
Mast,Malignant,CCL2,CCR4,2.7687721,1.0,7.048489,-0.3879613810127372,-2.9209480933375187,0.009615106,0.38597038,1.0,1.0
Mast,Malignant,CCN1,ITGB2,2.9764428,1.0,8.12933,-1.0285361069772359,-5.675174451038102,0.0054324833,0.4030074,1.0,1.0
Mast,Malignant,CD48,CD244,3.6139653,0.0,10.205665,0.13251475621219266,-0.8842682551506256,0.014006238,0.43064559,0.22535628411325506,1.0
Macrophage,Fibroblast,PLAT,ITGAM,3.389357,1.0,11.333916,-0.5619062163945943,-2.640377883725016,0.010069571,0.44354442,1.0,1.0
Dendritic,T cell,CD59,STAB1,3.2977345,1.0,9.281226,-0.9331411227034012,-4.729716425691003,0.0061333743,0.41904566,1.0,1.0
Mast,Dendritic,CCL18,CCR3,3.1487556,0.0,9.914559,0.6422271156571004,-1.752759251053867,0.021104677,0.42710146,0.2501514888020768,1.0
Mast,Dendritic,CCL19,CCR7,3.471003,0.0,9.23347,0.048265490448668624,-0.71390547360258,0.014398497,0.41841784,0.18691690424976637,1.0
Mast,Dendritic,BMP7,ACVR2A_BMPR1A,3.4084551,1.0,10.580765,-0.2842131541236353,-1.4221348302329138,0.012357495,0.43507606,1.0,1.0
Mast,Dendritic,BMP7,BMPR1A_BMPR2,3.4084551,1.0,10.580765,-0.2842131541236353,-1.4221348302329138,0.012357495,0.43507606,1.0,1.0
Mast,Dendritic,BMP2,ACVR1,2.9510698,1.0,8.510235,-0.8647478210623376,-2.901038665782112,0.008261962,0.40852788,1.0,1.0
Mast,Dendritic,CCL2,CCR3,3.3567553,0.0,11.228642,0.7043467377886222,-0.10137055607317591,0.02275181,0.44239315,0.02113403294930672,1.0
Macrophage,B cell,LAMB2,ITGA9_ITGB1,3.1764445,1.0,7.740604,-0.4354203236905624,-2.9373982589983214,0.009435442,0.39712727,1.0,1.0
Macrophage,B cell,ITGB3BP,ITGB5,2.975093,1.0,8.847782,-0.6234937053430288,-3.0829661271034436,0.008764117,0.41323552,1.0,1.0
Dendritic,T cell,COL18A1,GPC1,3.1516159,1.0,9.721942,-0.896084780606199,-5.055255297029403,0.0061650597,0.42470297,1.0,1.0
Dendritic,T cell,COL18A1,ITGA3,3.4946384,1.0,11.569153,-0.952650808195475,-4.805268181818278,0.0063604447,0.44608095,1.0,1.0
Dendritic,T cell,CEACAM1,EGFR,2.749307,1.0,7.434169,-0.5072437601052938,-3.0343396497478516,0.008960539,0.39230207,1.0,1.0
Dendritic,T cell,CEACAM6,CEACAM1,2.6197374,1.0,6.8617654,-0.3705241123955154,-1.7516989421879243,0.01216168,0.38279378,1.0,1.0
Macrophage,Fibroblast,MDK,TSPAN1,3.0915406,1.0,9.43818,-0.20378433828671416,-2.0088752905768685,0.013190133,0.42108825,1.0,1.0
Macrophage,Fibroblast,POMC,MC1R,2.78231,0.0,7.7402883,0.7059236879506884,0.4168850248631648,0.019518033,0.39712238,0.02113403294930672,1.0
Macrophage,B cell,LAMA4,ITGA6_ITGB1,3.3181355,1.0,9.24255,-1.0495349112039174,-4.469048153006468,0.0065202485,0.41853744,1.0,1.0
Macrophage,B cell,LAMA4,ITGA6_ITGB4,2.9334443,1.0,7.7125006,-0.644745078248331,-5.181948102858339,0.006651452,0.39669192,1.0,1.0
Mast,Malignant,CXCL9,DPP4,2.842195,1.0,8.061739,-0.5803747756190547,-3.1110162643315666,0.00884137,0.40200338,1.0,1.0
Mast,Malignant,CXCL9,FCGR2A,2.7003174,1.0,7.2915163,-0.7774649395789073,-5.329245869037823,0.006467556,0.38999495,1.0,1.0
Macrophage,B cell,L1CAM,EGFR,3.163742,1.0,9.947213,-0.32061570263226097,-2.5228205999505597,0.011196178,0.4275038,1.0,1.0
Macrophage,B cell,L1CAM,EPHB2,2.8542175,1.0,7.834497,-0.38034634071085055,-2.074612939517322,0.010010298,0.39857146,1.0,1.0
Macrophage,B cell,ICOSLG,CD28,2.7165518,1.0,7.348123,0.10424270019571519,-1.749867802670092,0.014325735,0.39091522,1.0,1.0
Macrophage,B cell,HSPG2,FGFR1,2.947346,1.0,7.930284,-0.7907925199568606,-4.569870091005902,0.0069089304,0.4000289,1.0,1.0
Macrophage,B cell,LAMA3,ITGA7_ITGB1,3.3149915,1.0,9.704926,-0.24020609767303808,-2.635393364544943,0.0122244535,0.42448896,1.0,1.0
Macrophage,B cell,LAMA3,ITGA9_ITGB1,3.0459857,1.0,7.311724,-0.4632782702324509,-3.0094804959487593,0.009133012,0.3903242,1.0,1.0
Mast,Malignant,COL4A2,ITGA9_ITGB1,2.6326885,1.0,6.922193,-0.5418678202123074,-4.71708481380134,0.0076539125,0.38383007,1.0,1.0
Mast,Malignant,CEACAM1,HAVCR2,2.803534,1.0,7.4228086,-0.5508155852809307,-2.957964042805079,0.007832627,0.39211982,1.0,1.0
Macrophage,B cell,LAMA5,ITGA7_ITGB1,3.300237,1.0,9.640544,-0.5423015046026171,-3.0631998018111433,0.009689214,0.42367613,1.0,1.0
Macrophage,B cell,LAMA5,ITGA9_ITGB1,3.0312314,1.0,7.263219,-0.7653736771620299,-3.437286933214959,0.007238908,0.38953254,1.0,1.0
Macrophage,B cell,LAMA4,DAG1,2.867355,1.0,7.449641,-0.9270830499763241,-4.235097091075014,0.0064395918,0.39254993,1.0,1.0
Macrophage,B cell,LAMA4,ITGA3_ITGB1,2.7718818,1.0,7.0699115,-0.9109148151879425,-5.191431884302018,0.0057525486,0.38633004,1.0,1.0
Macrophage,B cell,L1CAM,ERBB2,3.281983,1.0,10.754289,-0.3344955060838961,-1.8843137038850193,0.011523546,0.43707615,1.0,1.0
Macrophage,B cell,L1CAM,FGFR2,2.6971629,1.0,6.7624917,-0.5892331357295569,-1.9269786138752691,0.009169062,0.38107368,1.0,1.0
Endothelial,Dendritic,DCN,TLR4,3.0800028,1.0,8.852348,-0.2744696399635736,-4.2073937979578435,0.011449873,0.4132981,1.0,1.0
Endothelial,Dendritic,DSC1,DSG3,3.5365734,0.739,9.346693,-0.1532161757573482,-1.87819736599264,0.01377938,0.41990143,0.598610269281966,1.0
Macrophage,B cell,LAMA5,BCAM,3.415319,1.0,10.657575,-0.6209758383329547,-4.664440874985263,0.007902699,0.43596515,1.0,1.0
Endothelial,Dendritic,DSG2,DSC1,2.7871413,1.0,6.5643945,-0.4267157767491512,-1.918197061977628,0.011227049,0.37757376,1.0,1.0
Macrophage,B cell,L1CAM,ITGA4_ITGB7,3.515016,0.002,12.344897,0.06693848543742954,-0.30116703999062544,0.016298708,0.45411256,0.3575313842105963,1.0
Macrophage,B cell,L1CAM,ITGA5_ITGB1,2.9309397,1.0,8.358177,-0.7789968817967479,-3.5483903183555627,0.0069954707,0.40635148,1.0,1.0
B cell,Macrophage,SEMA4A,PLXNB3,2.8916516,1.0,7.8971276,-1.0482146082106367,-2.766440002679022,0.0077114883,0.39952618,1.0,1.0
Mast,Malignant,COL6A1,ITGA9_ITGB1,3.1158633,1.0,9.375354,-0.476755592144567,-4.224238478723736,0.009586781,0.42027444,1.0,1.0
Macrophage,B cell,JAG2,NOTCH4,2.983233,1.0,8.1512375,-0.34729864444213104,-3.1816433365521135,0.01080412,0.40333116,1.0,1.0
Macrophage,B cell,L1CAM,CD9,3.508697,1.0,12.301767,-0.7220090117994797,-2.857170629190597,0.008921515,0.4536788,1.0,1.0
Mast,Malignant,CDH1,ITGAE_ITGB7,3.2307281,1.0,10.248206,-0.7010640291436854,-3.1280896709822192,0.009139775,0.43115562,1.0,1.0
Mast,Malignant,CDH1,PTPRM,3.333958,1.0,11.005073,-0.5551147468262653,-3.3757607144727015,0.009859522,0.43991402,1.0,1.0
Macrophage,B cell,JAG2,NOTCH3,3.4558315,1.0,11.788694,-0.6974081348542516,-4.138393165436307,0.008493599,0.44840464,1.0,1.0
Macrophage,B cell,IRAK4,TLR4,3.5912392,1.0,10.740131,-0.11583873114856719,-1.7656492094893887,0.0108829215,0.43691412,1.0,1.0
B cell,Mast,VEGFA,EGFR,2.9549336,1.0,8.499775,-0.9008022574941703,-5.117165156448093,0.006088075,0.40837932,1.0,1.0
Macrophage,Fibroblast,PCSK9,CD36,3.3293328,0.834,11.084455,0.04277326653852612,-2.241973956473236,0.015501166,0.44079965,0.752951898713206,1.0
Mast,Malignant,COL9A2,MAG,3.3346944,0.0,8.33589,0.4725845066131508,0.8690383026391606,0.021149028,0.40602946,0.02113403294930672,1.0
Mast,Malignant,EGF,ADRB2,3.2084198,0.0,7.977566,0.24874528543144786,0.20660452386583916,0.017708646,0.4007424,0.05213016005811563,1.0
Macrophage,B cell,HRAS,INSR,3.5089889,1.0,11.35971,-0.44840359288835163,-2.562859648315416,0.010328631,0.44382495,1.0,1.0
Mast,Malignant,EFEMP2,PLSCR4,3.1955986,0.43,9.711689,0.07037708890224512,-1.8605857641517158,0.014951751,0.42457405,0.5322066141482613,1.0
Mast,Malignant,EGF,AXL,2.8381171,1.0,6.7285714,-0.354370984480698,-1.7032471746394102,0.012751754,0.3804809,1.0,1.0
Mast,Malignant,EGF,NRP1,2.861543,1.0,6.807585,-0.40886458429767536,-1.727210511416521,0.012124914,0.38185772,1.0,1.0
Macrophage,B cell,IL16,KCNJ15,3.5401192,1.0,10.248219,-0.32020501968466797,-2.252950516669919,0.008909128,0.43115577,1.0,1.0
Macrophage,B cell,ICAM2,ITGAL_ITGB2,3.431787,1.0,10.350772,-0.2626635938658331,-1.5754818948454437,0.013009133,0.43237722,1.0,1.0
B cell,Mast,VEGFA,NRP1,3.0896435,1.0,9.425622,-0.9090422369523583,-4.786995224214602,0.0061214385,0.420926,1.0,1.0
Macrophage,Fibroblast,POMC,ADRB2,2.9233377,1.0,8.533795,-0.05904795630919782,-0.7443809674541775,0.014196466,0.40886194,1.0,1.0
Mast,Dendritic,C1QA,CD33,2.7984834,1.0,7.8299556,-0.3785663670962103,-4.7769398923307556,0.009693183,0.398502,1.0,1.0
Mast,Dendritic,C1QB,CD33,2.813768,1.0,7.9142966,-0.3686890749691838,-4.87948562750727,0.009762867,0.3997867,1.0,1.0
Mast,Dendritic,C1QB,LRP1,3.3605485,1.0,11.051148,-0.5660860123549573,-6.3579365364541784,0.007808112,0.44042876,1.0,1.0
Mast,Dendritic,C4A,CD46,3.6883154,1.0,9.781843,-0.4580303893379003,-1.0940009214926893,0.012001443,0.42545354,1.0,1.0
Mast,Malignant,CTHRC1,FZD3,2.9694095,0.998,7.7599545,0.39942056502128387,-1.6610537305098045,0.012628929,0.3974262,0.8147444710168602,1.0
Mast,Malignant,CTHRC1,FZD5,3.357043,0.994,9.264818,0.27103584833161565,-1.7250548543058115,0.012022028,0.4188303,0.7754313668136759,1.0
Mast,Dendritic,BMP7,HJV,3.1300545,0.0,8.115979,0.21122609108211132,-0.058442412435214086,0.018685281,0.40280968,0.06655741786033789,1.0
Mast,Dendritic,BMP8A,ACVR1_ACVR2A,2.6847496,1.0,7.1762934,-0.25505740436997787,-1.262997529870091,0.013368564,0.38810197,1.0,1.0
Mast,Dendritic,BMP8A,ACVR1_BMPR2,2.9518561,1.0,8.515576,-0.6199956613341107,-2.2039927930484904,0.010761143,0.4086037,1.0,1.0
Dendritic,T cell,CCN1,ITGA5,3.373243,1.0,10.131947,-0.5847867727796889,-4.567132637005214,0.0076931403,0.42975706,1.0,1.0
Dendritic,T cell,CCN1,ITGAV,2.9981797,1.0,8.439187,-0.9065358547685458,-4.909891184366124,0.00606489,0.40751538,1.0,1.0
Macrophage,B cell,IL16,GRIN2D,3.5365086,1.0,10.211741,-0.3015552169389857,-1.0814202744071373,0.011209476,0.43071854,1.0,1.0
Macrophage,B cell,L1CAM,PTPRZ1,2.7751129,1.0,7.2945538,-0.43851120616710226,-2.2160896797231118,0.009779649,0.39004448,1.0,1.0
Dendritic,T cell,CCL4,CCR3,2.699317,1.0,6.7276707,-0.28709895259328566,-1.8286012359918753,0.012473665,0.38046506,1.0,1.0
Macrophage,B cell,IL15RA,AXL,3.2134147,1.0,8.550404,-0.3621363850128475,-2.9377908683424656,0.008035734,0.40909693,1.0,1.0
B cell,Macrophage,SEMA3D,NRP1_PLXNA2,2.9025183,1.0,7.494688,-0.3391412373883149,-1.8539776116135256,0.012372572,0.39326894,1.0,1.0
B cell,Macrophage,SEMA3D,NRP1_PLXNA3,3.5400224,0.473,9.9658985,-0.022955020300557794,-0.3788175425939988,0.01393354,0.42773348,0.5401793875467288,1.0
B cell,Macrophage,SEMA3D,NRP2_PLXNA2,2.9025183,1.0,7.494688,-0.3391412373883149,-1.8539776116135256,0.012372572,0.39326894,1.0,1.0
B cell,Macrophage,SEMA3D,NRP2_PLXNA3,3.5400224,0.473,9.9658985,-0.022955020300557794,-0.3788175425939988,0.01393354,0.42773348,0.5401793875467288,1.0
Mast,Malignant,CXCL2,DPP4,2.6865926,1.0,7.137463,-0.4053587943617578,-1.5513075668952412,0.011610834,0.3874579,1.0,1.0
Mast,Dendritic,APOE,TREM2,3.418313,1.0,8.515303,-0.2280485830396995,-4.2818483412066755,0.009663852,0.4085998,1.0,1.0
Mast,Dendritic,APP,ADRA2A,2.6735933,1.0,6.533652,-1.0032404495417926,-4.627483813855752,0.006117598,0.37702236,1.0,1.0
Mast,Malignant,FN1,ITGA4_ITGB1,3.1339788,1.0,8.938459,-1.1173501954370566,-5.954030236825992,0.0053201816,0.41447225,1.0,1.0
Mast,Malignant,FN1,ITGA4_ITGB7,3.1339788,1.0,8.938459,-1.1173501954370566,-5.954030236825992,0.0053201816,0.41447225,1.0,1.0
Mast,Malignant,FN1,ITGA9,3.3062196,1.0,10.3418255,-0.4410922480588786,-4.422873148410828,0.009873957,0.43227112,1.0,1.0
B cell,Macrophage,PSEN1,NOTCH4,3.4923902,1.0,11.524876,-1.0805023475259967,-2.468947136812652,0.010231412,0.44560727,1.0,1.0
B cell,Macrophage,POMC,ADRB2,2.960367,1.0,8.507334,-0.23830415115424977,-0.7043207297568783,0.014152446,0.4084867,1.0,1.0
Mast,Malignant,FGF22,FGFR1,3.188956,0.0,8.745773,0.712582604362965,-0.22530335103455368,0.01999259,0.41183034,0.02113403294930672,1.0
Dendritic,T cell,CCL19,CCR7,3.4942076,0.0,8.899776,0.04660580301884809,-0.5928956997450312,0.013878141,0.41394606,0.23943068362610379,1.0
Dendritic,T cell,CCL2,CCR2,2.8204255,1.0,7.083718,-0.32879238573935843,-2.1104751944234073,0.010059538,0.3865613,1.0,1.0
Macrophage,Fibroblast,QRFP,P2RY14,2.7466726,0.0,7.5294456,1.1200786428955716,-0.08916346867332203,0.02179097,0.39382106,0.02113403294930672,1.0
Dendritic,T cell,CCL5,ACKR2,2.9448855,1.0,6.930319,-0.6922133627282332,-3.1691014186685424,0.008436718,0.38396883,1.0,1.0
Dendritic,T cell,CCL5,ADRA2A,2.955193,1.0,7.0182385,-0.6538240808934612,-3.236354853378366,0.008606659,0.38546082,1.0,1.0
Dendritic,T cell,CCL5,CCR3,3.1083198,1.0,8.324331,-0.4245642368493097,-2.4940415218953,0.011432314,0.40586215,1.0,1.0
Dendritic,T cell,CCL24,CCR2,2.803814,0.179,6.959008,0.016775274799576856,-1.7620665340373975,0.014388798,0.3844575,0.47844405260781775,1.0
Mast,Dendritic,APOE,LRP4,3.438084,1.0,8.720864,-0.4383715043437355,-3.4309936605038556,0.008602936,0.41148496,1.0,1.0
Mast,Malignant,EGF,PLD2,3.7830472,0.0,9.915727,0.09884355811990198,0.014082687777491998,0.01726857,0.4271159,0.12166126552745128,1.0
Mast,Malignant,CXCL10,DPP4,2.6343904,1.0,6.827381,-0.7261039176397148,-2.7268011377256296,0.008044716,0.38220048,1.0,1.0
Mast,Dendritic,BMP1,BMPR1A,3.1252286,1.0,9.226817,-0.7703110800117625,-3.1432299763232576,0.008659751,0.41833013,1.0,1.0
B cell,Mast,WNT10A,FZD3_LRP5,3.1702738,1.0,9.930579,-0.16730866439748235,-1.2082440097892104,0.013899503,0.427299,1.0,1.0
Mast,Dendritic,AIMP1,NTRK1,3.19661,1.0,7.7671623,-0.4554583963160116,-2.55418379284635,0.009252403,0.39753732,1.0,1.0
Mast,Dendritic,ANGPT2,ITGA5_ITGB1,2.8935246,1.0,8.155631,-0.7088433679646391,-4.159080253301352,0.008066413,0.40339598,1.0,1.0
Dendritic,T cell,CALM3,INSR,3.8013952,1.0,10.573603,-1.0511247244055975,-3.359541911334401,0.006732806,0.43499285,1.0,1.0
Dendritic,T cell,CALM3,SCN4A,3.7491403,1.0,9.970538,-0.8211835536521681,-1.3757905931619552,0.010523372,0.4277904,1.0,1.0
Macrophage,B cell,HLA-G,CD4,2.6544604,1.0,7.039131,-0.4853775865875466,-3.6817181068699836,0.008134116,0.38581297,1.0,1.0
Macrophage,B cell,HLA-G,CD8A,3.068345,1.0,9.167016,-0.033770497674591865,-2.3749038262751085,0.01417923,0.41753924,1.0,1.0
B cell,Mast,VEGFB,NRP1,3.3549557,1.0,10.881039,-1.175244145459336,-3.578152316338594,0.006904921,0.43851814,1.0,1.0
B cell,Mast,WIF1,RYK,3.3298519,0.065,9.392464,0.15278572676024219,-0.35167881392317035,0.016405364,0.42049655,0.4401996262461402,1.0
B cell,Mast,WNT10A,FZD1_LRP5,3.4668512,1.0,12.016565,-0.3655386578194211,-2.273751574566906,0.011792809,0.45077345,1.0,1.0
B cell,Mast,WNT10A,FZD2_LRP5,3.4668512,1.0,12.016565,-0.3655386578194211,-2.273751574566906,0.011792809,0.45077345,1.0,1.0
Endothelial,Dendritic,EFNA5,EPHB6,3.1117783,0.993,9.40662,-0.11704981695909422,-0.820764078446858,0.0146143995,0.42068005,0.7698011399406453,1.0
Endothelial,Dendritic,EPO,CRLF3,3.0096269,1.0,7.4448867,-0.33674019100199587,-0.22590021457445286,0.014394894,0.39247382,1.0,1.0
Macrophage,Fibroblast,SEMA3D,PLXND1,3.7830682,0.0,10.164355,-0.15918090190448975,-1.0468955373684967,0.013948574,0.4301484,0.40035608411677975,1.0
Mast,B cell,WNT5A,LDLR,2.8490958,1.0,8.094496,-1.0602990679435127,-4.593019169182455,0.0067356555,0.4024909,1.0,1.0
B cell,Mast,WNT11,FZD2,2.930729,0.976,7.0166936,-0.2633207174206005,-0.9168233003585966,0.012462543,0.38543478,0.7218713885273074,1.0
B cell,Mast,WNT11,FZD7,3.1215262,0.092,7.6565304,-0.17979530358491003,-0.6923608114132991,0.012940061,0.39582068,0.45186478286439935,1.0
B cell,Mast,WNT4,FZD1_LRP5,2.9956481,1.0,8.796426,-0.46683404565908543,-2.2672283875386614,0.010760572,0.41252995,1.0,1.0
B cell,Mast,WNT4,FZD2_LRP5,2.9956481,1.0,8.796426,-0.46683404565908543,-2.2672283875386614,0.010760572,0.41252995,1.0,1.0
Endothelial,Dendritic,FASLG,FAS,3.0015113,1.0,8.970565,-0.4223482911737917,-1.4066984510213976,0.012939199,0.4149074,1.0,1.0
Endothelial,Dendritic,FGF22,FGFRL1,2.9736528,0.576,7.0022674,-0.3924940200353754,-0.09758639680277503,0.01458556,0.38519105,0.893964808338951,1.0
Macrophage,Fibroblast,SEMA3D,NRP1_PLXNA3,3.6116638,0.003,9.56561,0.05817970314599863,-0.24495054004905792,0.013373889,0.42272374,0.3649495885644695,1.0
Mast,Dendritic,ADAM9,ITGB5,3.4270096,1.0,11.624617,-0.8174369207281402,-4.501547900238807,0.00719451,0.44667193,1.0,1.0
Mast,Malignant,DLL1,NOTCH4,2.5975094,1.0,6.727183,-0.4834632023951576,-2.950727654258264,0.009697288,0.3804565,1.0,1.0
Mast,Malignant,DSG2,DSC1,3.3067617,0.004,10.740404,0.6601178086641291,-0.4561880664694369,0.018369257,0.43691728,0.34183598928573533,1.0
B cell,Macrophage,RGMA,NEO1,2.728581,1.0,6.975364,-0.4577606739196851,-2.273189569777304,0.010228302,0.38473532,1.0,1.0
B cell,Macrophage,RTN4,LINGO1,3.4681988,1.0,11.005687,-0.8941611154775171,-1.9227434168073396,0.011053753,0.4399209,1.0,1.0
Macrophage,Fibroblast,SEMA3D,NRP2_PLXNA2,3.2636695,0.026,8.350004,-0.22751960801725582,-1.3236236900450804,0.013784569,0.40623343,0.5187539036698382,1.0
Macrophage,Fibroblast,SEMA3D,NRP2_PLXNA3,3.6116638,0.003,9.56561,0.05817970314599863,-0.24495054004905792,0.013373889,0.42272374,0.3649495885644695,1.0
Macrophage,B cell,GPC3,CD81,3.463369,1.0,10.513638,-1.0495486918865147,-2.8656889796266305,0.008880809,0.43429407,1.0,1.0
Macrophage,B cell,GPC3,LRP1,2.753114,1.0,7.322764,-0.5407742328581032,-4.0104172823960935,0.008466324,0.39050373,1.0,1.0
Mast,B cell,WNT5A,LRP5,2.6783,1.0,7.172905,-0.7252904705452986,-4.1967113778876675,0.00777471,0.38804585,1.0,1.0
Mast,B cell,WNT5A,MCAM,2.631895,1.0,6.9225116,-0.5308714608238788,-5.139137381483491,0.008116697,0.3838355,1.0,1.0
Mast,B cell,WNT5A,RYK,3.079379,1.0,9.33707,-0.6970512080522069,-3.507971414605519,0.00899478,0.41977602,1.0,1.0
Mast,B cell,WNT5A,VANGL2,2.7309122,1.0,7.4567943,-0.5079157962532972,-3.766667034382336,0.009189284,0.39266437,1.0,1.0
Mast,Dendritic,AFDN,EPHB6,2.540418,1.0,6.4516544,-1.0671842959830822,-3.3190655063842605,0.006451946,0.37554032,1.0,1.0
Macrophage,Fibroblast,SEMA3D,NRP1_PLXNA2,3.2636695,0.026,8.350004,-0.22751960801725582,-1.3236236900450804,0.013784569,0.40623343,0.5187539036698382,1.0
Mast,Malignant,FGF22,FGFRL1,3.2290008,0.0,8.905615,0.7396822863150726,0.23945006700935734,0.018550187,0.41402563,0.023041190771842496,1.0
Mast,Malignant,FAM3C,ADGRG5,3.0835595,1.0,9.030716,-0.647731654257717,-2.3145036627985203,0.010029509,0.41571876,1.0,1.0
